raw_feature_name,feature,feature_group,coefficient_log_scale,absolute_coefficient,approx_percent_effect
categorical_most_frequent__Foundation_Slab,Foundation_Slab,categorical_most_frequent,-0.012918534034436997,0.012918534034436997,-1.2835447941979727
categorical_none__GarageCond_Ex,GarageCond_Ex,categorical_none,0.01269486878755828,0.01269486878755828,1.2775790702790897
numeric_median__Fireplaces,Fireplaces,numeric_median,0.01262301061494024,0.01262301061494024,1.2703017099919576
categorical_most_frequent__Functional_Mod,Functional_Mod,categorical_most_frequent,-0.012336609698265315,0.012336609698265315,-1.226082568821001
categorical_none__FireplaceQu_TA,FireplaceQu_TA,categorical_none,0.012238377855895802,0.012238377855895802,1.231357324559317
numeric_median__LotFrontage,LotFrontage,numeric_median,-0.012155874503616874,0.012155874503616874,-1.208229032295287
categorical_most_frequent__LandContour_Lvl,LandContour_Lvl,categorical_most_frequent,0.012137515806299426,0.012137515806299426,1.221147437279873
categorical_none__MasVnrType_Stone,MasVnrType_Stone,categorical_none,0.012130352739502612,0.012130352739502612,1.2204223860363281
categorical_most_frequent__RoofMatl_WdShake,RoofMatl_WdShake,categorical_most_frequent,0.012030544599777097,0.012030544599777097,1.210320268120931
categorical_most_frequent__ExterCond_Fa,ExterCond_Fa,categorical_most_frequent,-0.011929383829429038,0.011929383829429038,-1.1858510833818952
categorical_most_frequent__HeatingQC_Po,HeatingQC_Po,categorical_most_frequent,-0.01189711775639078,0.01189711775639078,-1.1826626873975064
categorical_most_frequent__SaleType_Con,SaleType_Con,categorical_most_frequent,0.011798289735858654,0.011798289735858654,1.186816408508429
categorical_none__Fence_MnPrv,Fence_MnPrv,categorical_none,0.011700459804721498,0.011700459804721498,1.176917793425507
categorical_most_frequent__LotConfig_FR3,LotConfig_FR3,categorical_most_frequent,-0.011614548093758963,0.011614548093758963,-1.1547359602938005
categorical_none__BsmtFinType2_ALQ,BsmtFinType2_ALQ,categorical_none,0.011502331347231776,0.011502331347231776,1.1568737524825572
categorical_most_frequent__Condition1_RRNn,Condition1_RRNn,categorical_most_frequent,0.011407504723678732,0.011407504723678732,1.1472818424868347
categorical_most_frequent__SaleType_ConLI,SaleType_ConLI,categorical_most_frequent,-0.011252782199992378,0.011252782199992378,-1.1189706460585112
categorical_none__GarageCond_Po,GarageCond_Po,categorical_none,0.011004448146488476,0.011004448146488476,1.1065219800924178
categorical_none__GarageQual_TA,GarageQual_TA,categorical_none,-0.010985784896581427,0.010985784896581427,-1.0925661530551543
categorical_most_frequent__LandContour_Low,LandContour_Low,categorical_most_frequent,0.01065693161920482,0.01065693161920482,1.0713918971839238
categorical_most_frequent__Foundation_Stone,Foundation_Stone,categorical_most_frequent,0.010493781312872336,0.010493781312872336,1.0549034137215858
categorical_most_frequent__Neighborhood_Blueste,Neighborhood_Blueste,categorical_most_frequent,-0.010262766858286646,0.010262766858286646,-1.0210284358487782
categorical_most_frequent__Exterior2nd_HdBoard,Exterior2nd_HdBoard,categorical_most_frequent,0.009993807480599588,0.009993807480599588,1.0043912348279307
numeric_median__GarageYrBlt,GarageYrBlt,numeric_median,-0.009463276069565924,0.009463276069565924,-0.94186401841165
categorical_none__BsmtFinType1_LwQ,BsmtFinType1_LwQ,categorical_none,-0.009326838037910613,0.009326838037910613,-0.9283477992766785
categorical_most_frequent__Heating_GasA,Heating_GasA,categorical_most_frequent,0.009246845509574319,0.009246845509574319,0.9289729664647988
categorical_none__BsmtFinType1_BLQ,BsmtFinType1_BLQ,categorical_none,0.00884273567181924,0.00884273567181924,0.8881948155554469
categorical_most_frequent__Functional_Min2,Functional_Min2,categorical_most_frequent,0.008782164272672989,0.008782164272672989,0.8820840615084587
categorical_most_frequent__PavedDrive_N,PavedDrive_N,categorical_most_frequent,-0.008710222693762513,0.008710222693762513,-0.8672398602493587
categorical_most_frequent__Condition1_Feedr,Condition1_Feedr,categorical_most_frequent,-0.00868746494234408,0.00868746494234408,-0.8649837958652963
numeric_median__3SsnPorch,3SsnPorch,numeric_median,0.00867145706401479,0.00867145706401479,0.8709163057653261
categorical_none__GarageFinish_RFn,GarageFinish_RFn,categorical_none,0.008502674113440903,0.008502674113440903,0.8538924515927302
categorical_none__MiscFeature_Othr,MiscFeature_Othr,categorical_none,-0.008438437556967656,0.008438437556967656,-0.8402933878144481
categorical_none__GarageType_CarPort,GarageType_CarPort,categorical_none,-0.008256030460701199,0.008256030460701199,-0.822204303926208
categorical_most_frequent__Heating_OthW,Heating_OthW,categorical_most_frequent,-0.008220520682558116,0.008220520682558116,-0.8186824598747401
categorical_most_frequent__Electrical_FuseA,Electrical_FuseA,categorical_most_frequent,0.008010559015851902,0.008010559015851902,0.8042729387237861
categorical_none__GarageCond_None,GarageCond_None,categorical_none,-0.007731247737309846,0.007731247737309846,-0.7701438511825592
categorical_none__GarageQual_None,GarageQual_None,categorical_none,-0.0077312477373098435,0.0077312477373098435,-0.7701438511825589
categorical_none__GarageFinish_None,GarageFinish_None,categorical_none,-0.007731247737309828,0.007731247737309828,-0.7701438511825575
categorical_none__GarageType_None,GarageType_None,categorical_none,-0.007731247737309827,0.007731247737309827,-0.7701438511825573
categorical_most_frequent__RoofMatl_Roll,RoofMatl_Roll,categorical_most_frequent,0.0076711680804453525,0.0076711680804453525,0.7700666872123251
numeric_median__EnclosedPorch,EnclosedPorch,numeric_median,0.007567912311824278,0.007567912311824278,0.7596621336968693
categorical_most_frequent__ExterQual_Gd,ExterQual_Gd,categorical_most_frequent,0.007502618748459617,0.007502618748459617,0.7530833910898517
categorical_none__BsmtExposure_Mn,BsmtExposure_Mn,categorical_none,-0.00744777722347762,0.00744777722347762,-0.7420111256618617
categorical_most_frequent__HeatingQC_Gd,HeatingQC_Gd,categorical_most_frequent,-0.007443187300764949,0.007443187300764949,-0.7415555381187582
categorical_most_frequent__RoofStyle_Shed,RoofStyle_Shed,categorical_most_frequent,0.007382855100412334,0.007382855100412334,0.7410175568095099
categorical_most_frequent__Exterior2nd_AsphShn,Exterior2nd_AsphShn,categorical_most_frequent,0.007255544921264302,0.007255544921264302,0.7281930161814013
categorical_most_frequent__LandSlope_Gtl,LandSlope_Gtl,categorical_most_frequent,-0.007241858823425971,0.007241858823425971,-0.7215699748682096
numeric_median__KitchenAbvGr,KitchenAbvGr,numeric_median,-0.007133608702425986,0.007133608702425986,-0.7108224911075869
categorical_most_frequent__LotConfig_Corner,LotConfig_Corner,categorical_most_frequent,0.007127297188131129,0.007127297188131129,0.7152756820915878
categorical_most_frequent__Heating_Floor,Heating_Floor,categorical_most_frequent,-0.006978695150348697,0.006978695150348697,-0.6954400604941314
categorical_most_frequent__LotConfig_Inside,LotConfig_Inside,categorical_most_frequent,-0.006879437666956504,0.006879437666956504,-0.6855828505923357
numeric_median__LowQualFinSF,LowQualFinSF,numeric_median,0.006803832835508806,0.006803832835508806,0.6827031489545766
categorical_none__Fence_GdPrv,Fence_GdPrv,categorical_none,0.0067605846615619155,0.0067605846615619155,0.6783489000526832
categorical_none__MiscFeature_TenC,MiscFeature_TenC,categorical_none,-0.006669251542115945,0.006669251542115945,-0.6647061441907519
numeric_zero__GarageArea,GarageArea,numeric_zero,0.006568143402637901,0.006568143402637901,0.6589760959671564
categorical_none__PoolQC_Fa,PoolQC_Fa,categorical_none,0.006501491873460384,0.006501491873460384,0.6522672448649932
categorical_most_frequent__ExterCond_TA,ExterCond_TA,categorical_most_frequent,0.006446264312379284,0.006446264312379284,0.6467086191238605
numeric_zero__BsmtFinSF2,BsmtFinSF2,numeric_zero,0.006174402466589305,0.006174402466589305,0.6193503381508625
categorical_none__BsmtQual_Gd,BsmtQual_Gd,categorical_none,-0.006068877843554526,0.006068877843554526,-0.6050499402048559
categorical_most_frequent__LotShape_Reg,LotShape_Reg,categorical_most_frequent,0.006019232593736377,0.006019232593736377,0.6037384576304298
categorical_most_frequent__Electrical_FuseP,Electrical_FuseP,categorical_most_frequent,-0.005987639263780969,0.005987639263780969,-0.5969749076276865
categorical_most_frequent__Condition2_RRAe,Condition2_RRAe,categorical_most_frequent,-0.0058805677485510586,0.0058805677485510586,-0.5863311052987564
categorical_none__Fence_MnWw,Fence_MnWw,categorical_none,-0.00552870336149683,0.00552870336149683,-0.5513448207754975
categorical_most_frequent__LotShape_IR1,LotShape_IR1,categorical_most_frequent,0.005488617787316408,0.005488617787316408,0.5503707845145269
categorical_most_frequent__Exterior2nd_Plywood,Exterior2nd_Plywood,categorical_most_frequent,-0.005361719799723806,0.005361719799723806,-0.5347371435541758
categorical_most_frequent__Exterior1st_VinylSd,Exterior1st_VinylSd,categorical_most_frequent,0.005333286762553849,0.005333286762553849,0.5347534053434694
categorical_none__GarageType_Detchd,GarageType_Detchd,categorical_none,0.005299409123094422,0.005299409123094422,0.5313475829053989
categorical_none__GarageType_Basment,GarageType_Basment,categorical_none,0.0052425075239004755,0.0052425075239004755,0.5256273512055182
categorical_most_frequent__HouseStyle_1.5Unf,HouseStyle_1.5Unf,categorical_most_frequent,0.005220315263131029,0.005220315263131029,0.5233964850234016
categorical_none__BsmtFinType1_Rec,BsmtFinType1_Rec,categorical_none,0.005161510333846924,0.005161510333846924,0.5174853876042381
categorical_most_frequent__Exterior2nd_Other,Exterior2nd_Other,categorical_most_frequent,-0.0051522890954886534,0.0051522890954886534,-0.5139038820210462
categorical_most_frequent__SaleType_ConLw,SaleType_ConLw,categorical_most_frequent,-0.004957348052991486,0.004957348052991486,-0.49450806827118116
categorical_none__BsmtFinType2_GLQ,BsmtFinType2_GLQ,categorical_none,0.004933299184656093,0.004933299184656093,0.49454879404289337
categorical_most_frequent__LandSlope_Sev,LandSlope_Sev,categorical_most_frequent,0.004896437217174222,0.004896437217174222,0.4908444355285332
categorical_most_frequent__SaleCondition_Partial,SaleCondition_Partial,categorical_most_frequent,0.004880770734822897,0.004880770734822897,0.4892701098198193
numeric_median__YrSold,YrSold,numeric_median,-0.004844901238895211,0.004844901238895211,-0.483318363606846
numeric_median__PoolArea,PoolArea,numeric_median,-0.0048318788662085515,0.0048318788662085515,-0.4820224118518722
categorical_most_frequent__PavedDrive_P,PavedDrive_P,categorical_most_frequent,0.0047867815391829695,0.0047867815391829695,0.4798256479973916
categorical_most_frequent__SaleCondition_AdjLand,SaleCondition_AdjLand,categorical_most_frequent,0.004773783705482192,0.004773783705482192,0.47851963642101475
categorical_none__FireplaceQu_Fa,FireplaceQu_Fa,categorical_none,-0.004756772566087872,0.004756772566087872,-0.4745477040644242
categorical_most_frequent__HouseStyle_SLvl,HouseStyle_SLvl,categorical_most_frequent,0.00475194025983471,0.00475194025983471,0.47632486330938795
categorical_most_frequent__Condition1_RRNe,Condition1_RRNe,categorical_most_frequent,0.0046931698319812275,0.0046931698319812275,0.4704200002253903
categorical_none__FireplaceQu_Gd,FireplaceQu_Gd,categorical_none,0.004680247607598229,0.004680247607598229,0.46912170730272773
categorical_most_frequent__Exterior2nd_CmentBd,Exterior2nd_CmentBd,categorical_most_frequent,0.004427124918326357,0.004427124918326357,0.4436939113392059
numeric_zero__BsmtFinSF1,BsmtFinSF1,numeric_zero,-0.00442373657763094,0.00442373657763094,-0.4413966267379281
categorical_most_frequent__Condition2_RRNn,Condition2_RRNn,categorical_most_frequent,0.004346800905395112,0.004346800905395112,0.4356261947906314
categorical_most_frequent__Exterior2nd_VinylSd,Exterior2nd_VinylSd,categorical_most_frequent,-0.004055635703613476,0.004055635703613476,-0.40474227198414514
categorical_none__GarageFinish_Unf,GarageFinish_Unf,categorical_none,-0.00393256450287257,0.00393256450287257,-0.39248420973571063
categorical_most_frequent__PavedDrive_Y,PavedDrive_Y,categorical_most_frequent,0.003923441154580424,0.003923441154580424,0.3931147925551718
categorical_most_frequent__HouseStyle_SFoyer,HouseStyle_SFoyer,categorical_most_frequent,0.0038853018555368227,0.0038853018555368227,0.389285942543472
categorical_most_frequent__ExterQual_TA,ExterQual_TA,categorical_most_frequent,-0.0038375350612427027,0.0038375350612427027,-0.3830181133562206
categorical_most_frequent__SaleCondition_Normal,SaleCondition_Normal,categorical_most_frequent,0.0038107930110135723,0.0038107930110135723,0.38180633149742743
categorical_none__BsmtFinType2_LwQ,BsmtFinType2_LwQ,categorical_none,0.0032181609359239367,0.0032181609359239367,0.32233447751467004
categorical_most_frequent__ExterCond_Po,ExterCond_Po,categorical_most_frequent,-0.003216975959337971,0.003216975959337971,-0.32118070364289963
categorical_most_frequent__Exterior1st_AsbShng,Exterior1st_AsbShng,categorical_most_frequent,0.003174908801947431,0.003174908801947431,0.31799541630051764
categorical_none__GarageFinish_Fin,GarageFinish_Fin,categorical_none,0.003161138126731696,0.003161138126731696,0.31661397927902835
categorical_none__GarageCond_TA,GarageCond_TA,categorical_none,0.003134239190155121,0.003134239190155121,0.3139156053338804
categorical_most_frequent__HeatingQC_TA,HeatingQC_TA,categorical_most_frequent,0.003033371207880295,0.003033371207880295,0.3037976533699615
categorical_most_frequent__Exterior1st_Stone,Exterior1st_Stone,categorical_most_frequent,0.0030047226930940553,0.0030047226930940553,0.3009241397009189
categorical_none__MasVnrType_None,MasVnrType_None,categorical_none,0.0028871677001216897,0.0028871677001216897,0.2891339582794792
categorical_most_frequent__Foundation_CBlock,Foundation_CBlock,categorical_most_frequent,0.0026376709123297104,0.0026376709123297104,0.26411526267832425
categorical_most_frequent__Neighborhood_Timber,Neighborhood_Timber,categorical_most_frequent,0.002591002459578579,0.002591002459578579,0.25943620073569373
categorical_most_frequent__Neighborhood_SWISU,Neighborhood_SWISU,categorical_most_frequent,0.002584734076171827,0.002584734076171827,0.2588077381191672
categorical_most_frequent__Condition1_PosA,Condition1_PosA,categorical_most_frequent,0.0025558054307806195,0.0025558054307806195,0.25590742857398124
categorical_none__MiscFeature_Gar2,MiscFeature_Gar2,categorical_none,-0.0025291510034911313,0.0025291510034911313,-0.25259553957178144
categorical_most_frequent__Condition2_RRAn,Condition2_RRAn,categorical_most_frequent,0.0024982353562974157,0.0024982353562974157,0.2501358546525015
categorical_most_frequent__HeatingQC_Fa,HeatingQC_Fa,categorical_most_frequent,-0.002469145981095462,0.002469145981095462,-0.24661001475424418
categorical_most_frequent__Functional_Maj1,Functional_Maj1,categorical_most_frequent,0.0024400706263814137,0.0024400706263814137,0.2443050021530973
categorical_none__BsmtCond_Po,BsmtCond_Po,categorical_none,0.0023817881938451167,0.0023817881938451167,0.23846269046338361
categorical_most_frequent__LandSlope_Mod,LandSlope_Mod,categorical_most_frequent,0.002345421606253007,0.002345421606253007,0.2348174259131705
categorical_most_frequent__ExterQual_Fa,ExterQual_Fa,categorical_most_frequent,-0.0022334889752120995,0.0022334889752120995,-0.2230996594624405
categorical_none__MasVnrType_BrkFace,MasVnrType_BrkFace,categorical_none,0.002220617149589373,0.002220617149589373,0.2223084545894724
categorical_most_frequent__Exterior1st_CBlock,Exterior1st_CBlock,categorical_most_frequent,-0.002162586656810535,0.002162586656810535,-0.21602499510328582
categorical_most_frequent__Exterior2nd_CBlock,Exterior2nd_CBlock,categorical_most_frequent,-0.0021625866568105293,0.0021625866568105293,-0.21602499510328527
categorical_most_frequent__RoofStyle_Gambrel,RoofStyle_Gambrel,categorical_most_frequent,-0.0020758662748515014,0.0020758662748515014,-0.20737131545769172
categorical_none__GarageCond_Gd,GarageCond_Gd,categorical_none,0.002027148288503747,0.002027148288503747,0.20292043426697065
categorical_none__GarageType_BuiltIn,GarageType_BuiltIn,categorical_none,0.0020048159502284364,0.0020048159502284364,0.20068269373874084
numeric_zero__BsmtHalfBath,BsmtHalfBath,numeric_zero,0.0019913068045045736,0.0019913068045045736,0.1993290772577223
categorical_most_frequent__RoofMatl_Metal,RoofMatl_Metal,categorical_most_frequent,0.0019789887211798616,0.0019789887211798616,0.19809482117491864
categorical_most_frequent__Exterior1st_ImStucc,Exterior1st_ImStucc,categorical_most_frequent,0.0017626530200802702,0.0017626530200802702,0.17642074060617519
categorical_most_frequent__Exterior2nd_AsbShng,Exterior2nd_AsbShng,categorical_most_frequent,0.0017206670429630918,0.0017206670429630918,0.17221482399265647
categorical_most_frequent__Exterior2nd_BrkFace,Exterior2nd_BrkFace,categorical_most_frequent,0.0017045594005481194,0.0017045594005481194,0.17060129877143432
categorical_none__MiscFeature_Shed,MiscFeature_Shed,categorical_none,0.0016283872629154468,0.0016283872629154468,0.16297138053983676
categorical_most_frequent__Exterior1st_AsphShn,Exterior1st_AsphShn,categorical_most_frequent,0.0015935069332867844,0.0015935069332867844,0.15947772401179713
categorical_none__BsmtFinType2_Rec,BsmtFinType2_Rec,categorical_none,-0.0015852077124123506,0.0015852077124123506,-0.15839519343106293
categorical_most_frequent__Condition2_Artery,Condition2_Artery,categorical_most_frequent,0.0014503077614335103,0.0014503077614335103,0.1451359966347115
categorical_most_frequent__ExterQual_Ex,ExterQual_Ex,categorical_most_frequent,-0.0014315947119736393,0.0014315947119736393,-0.14305704690891669
categorical_most_frequent__Electrical_FuseF,Electrical_FuseF,categorical_most_frequent,-0.0013678306101415556,0.0013678306101415556,-0.1366895556232913
categorical_most_frequent__Exterior2nd_Stone,Exterior2nd_Stone,categorical_most_frequent,0.0012440328017698263,0.0012440328017698263,0.12448069315567664
numeric_zero__TotalBsmtSF,TotalBsmtSF,numeric_zero,-0.0011984821706790562,0.0011984821706790562,-0.11977642777449402
categorical_none__BsmtExposure_Av,BsmtExposure_Av,categorical_none,0.001191379988131898,0.001191379988131898,0.11920899631919898
numeric_zero__BsmtUnfSF,BsmtUnfSF,numeric_zero,0.0011778888579984518,0.0011778888579984518,0.11785828415310927
categorical_none__BsmtQual_Fa,BsmtQual_Fa,categorical_none,-0.001164892517292446,0.001164892517292446,-0.11642142933822396
categorical_most_frequent__BldgType_Duplex,BldgType_Duplex,categorical_most_frequent,-0.0009955857501310692,0.0009955857501310692,-0.09950903190664798
categorical_none__GarageQual_Po,GarageQual_Po,categorical_none,-0.0009251665362643164,0.0009251665362643164,-0.09247387016539979
categorical_most_frequent__KitchenQual_Fa,KitchenQual_Fa,categorical_most_frequent,-0.0008678953611482394,0.0008678953611482394,-0.08675188489015764
categorical_most_frequent__Exterior1st_Plywood,Exterior1st_Plywood,categorical_most_frequent,0.0008409952994515127,0.0008409952994515127,0.0841349035154767
categorical_most_frequent__SaleType_New,SaleType_New,categorical_most_frequent,0.0008259200061750852,0.0008259200061750852,0.08262611720221533
categorical_most_frequent__Exterior1st_CemntBd,Exterior1st_CemntBd,categorical_most_frequent,0.0007056699036161402,0.0007056699036161402,0.07059189471999838
numeric_zero__MasVnrArea,MasVnrArea,numeric_zero,-0.000674459706797994,0.000674459706797994,-0.06742323099761514
categorical_most_frequent__Electrical_SBrkr,Electrical_SBrkr,categorical_most_frequent,-0.0006550891419258156,0.0006550891419258156,-0.06548746178805624
categorical_most_frequent__HouseStyle_1.5Fin,HouseStyle_1.5Fin,categorical_most_frequent,0.0006458779559059255,0.0006458779559059255,0.0646086579985702
categorical_most_frequent__Street_Grvl,Street_Grvl,categorical_most_frequent,-0.0005566780031731729,0.0005566780031731729,-0.05565230867210917
categorical_most_frequent__Street_Pave,Street_Pave,categorical_most_frequent,0.0005566780031730083,0.0005566780031730083,0.055683297712814654
categorical_most_frequent__Exterior2nd_MetalSd,Exterior2nd_MetalSd,categorical_most_frequent,-0.0005216812479124138,0.0005216812479124138,-0.05215451959098234
categorical_none__Alley_Grvl,Alley_Grvl,categorical_none,0.0004372819551994542,0.0004372819551994542,0.04373775768909979
numeric_median__MoSold,MoSold,numeric_median,0.00028856249482962673,0.00028856249482962673,0.028860413299131218
numeric_median__MiscVal,MiscVal,numeric_median,0.00018216580173297024,0.00018216580173297024,0.01821823949301865
categorical_most_frequent__Neighborhood_NPkVill,Neighborhood_NPkVill,categorical_most_frequent,0.00013731197147869264,0.00013731197147869264,0.013732139919895634
numeric_median__OpenPorchSF,OpenPorchSF,numeric_median,-2.9517611378116005e-06,2.9517611378116005e-06,-0.00029517567813689793
